HH,DAY,TOWN,YEARS,SEX,AGE,STATUS,EDUC,DISABLED,HEAD,SEX_HH,AGE_HH,STATUS_HH,EDUC_HH,DISABLED_HH,AGE_HH_SPOUSE,EDUC_HH_SPOUSE,DISABLED_HH_SPOUSE,HH_SIZE,N_ADULTS,PRIMARY_WS,SUFFICIENT_WATER,TOTAL_TIME,PAY_WATER,TOTAL_COST,ELECTRIC,TOTAL_INCOME,TIME_LENGTH
1,13,2,4,0,28,2,1,0,1,0,28,2,1,0,22,1,0,3,2,6,1,6,0,0,0,NA,42
2,14,2,1,1,19,1,4,0,0,0,30,1,4,0,19,4,0,5,3,2,1,0,1,300,1,7000,53
3,15,2,3,0,28,2,2,0,1,0,28,2,2,0,24,3,0,4,2,3,1,36,0,0,1,NA,35
4,15,2,10,1,33,4,4,0,1,1,33,4,4,0,9998,9998,9998,4,2,6,1,0,0,0,1,NA,50
5,15,2,8,0,30,2,4,0,1,0,30,2,4,0,28,2,0,9,4,6,1,0,0,0,1,86.9047619,39
6,15,2,7,1,54,3,0,0,1,1,54,3,0,0,9998,9998,9998,8,3,5,1,25,1,25,0,50,48
7,15,2,4,0,32,1,3,0,1,0,32,1,3,0,9999,1,0,4,1,5,1,7,1,25,0,100,37
8,15,2,4,0,36,2,1,0,1,0,36,2,1,0,32,2,0,4,2,6,1,73,1,152.0833333,1,NA,38
9,16,2,6,0,28,2,4,0,1,0,28,2,4,0,23,4,0,5,3,2,1,0,1,304.1666667,1,NA,47
10,16,2,3,0,41,2,4,0,1,0,41,2,4,0,39,2,0,12,5,6,0,9999,1,152.0833333,1,NA,43
11,16,2,9,0,29,1,4,0,1,0,29,1,4,0,23,3,0,5,2,3,1,13,1,243.3333333,1,NA,40
12,16,2,1,0,9999,1,4,0,1,0,9999,1,4,0,19,2,0,5,1,3,1,22,1,152.0833333,0,NA,48
13,16,2,6,0,30,1,4,0,1,0,30,1,4,0,19,2,0,3,3,5,0,53,1,30,1,3000,54
14,16,2,10,0,35,2,3,1,1,0,35,2,3,1,28,4,0,4,3,5,0,9,1,243.3333333,1,3000,34
15,17,2,4,0,35,1,4,0,1,0,35,1,4,0,22,4,0,3,2,5,0,120,1,200,1,NA,44
1,13,2,0.416666667,0,32,1,4,0,1,0,32,1,4,0,20,3,0,4,2,3,1,15,1,152.0833333,0,NA,47
2,13,2,4,0,36,2,3,0,1,0,36,2,3,0,20,2,0,3,2,5,1,11,1,304.1666667,0,NA,42
3,13,2,6,1,27,5,3,0,1,1,27,5,3,0,9998,9998,9998,2,1,NA,0,0,1,28,0,NA,85
4,13,2,0.5,0,27,2,4,0,1,0,27,2,4,0,22,4,0,7,3,5,1,6,1,25,1,3000,41
5,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,13,2,4,0,37,2,4,0,1,0,37,2,4,0,27,4,0,6,4,5,1,3,1,45,1,NA,36
7,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,13,2,3,0,45,2,4,0,1,0,45,2,4,0,34,4,0,11,7,6,1,0,0,0,1,NA,74
10,13,2,3,0,22,0,2,0,1,0,22,0,2,0,9998,9998,9998,3,2,5,1,34,1,115,0,1303.571429,38
11,13,2,0.416666667,0,29,2,4,0,1,0,29,2,4,0,18,3,0,3,2,3,0,11,0,0,0,NA,60
12,13,2,2,0,33,2,4,0,1,0,33,2,4,0,18,3,0,5,2,5,1,4,1,25,0,500,49
13,13,2,0.166666667,0,35,1,4,0,1,0,35,1,4,0,19,3,0,3,2,3,0,13,1,152.0833333,0,NA,38
14,13,2,6,0,38,2,4,0,1,0,38,2,4,0,29,3,0,5,4,3,1,14,1,121.6666667,0,NA,51
15,13,2,0.833333333,1,29,4,4,0,1,1,29,4,4,0,9998,9998,9998,3,2,5,1,25,1,60.83333333,1,2400,39
1,13,2,3,1,28,1,4,0,0,0,46,1,4,0,28,4,0,5,2,2,1,0,1,NA,1,NA,36
2,13,2,10,0,29,2,4,0,1,0,29,2,4,0,30,4,0,6,4,2,1,0,1,NA,1,NA,46
3,13,2,7,0,40,2,3,0,1,0,40,2,3,0,32,3,0,5,2,3,1,4,1,NA,0,NA,31
4,13,2,0.333333333,1,24,1,3,0,0,0,28,1,5,0,24,3,0,4,2,5,1,66,1,NA,1,NA,40
5,13,2,1,0,30,2,3,0,1,0,30,2,3,0,20,3,0,2,2,6,1,0,1,4.345238095,0,NA,30
6,14,2,30,1,36,1,2,0,0,0,34,1,1,0,36,2,0,7,4,5,1,20,1,NA,1,NA,30
7,14,2,1,1,19,1,2,0,0,0,30,1,2,0,19,2,0,3,2,5,1,25,1,10,0,NA,43
8,14,2,6,0,36,1,4,0,1,0,36,1,4,0,NA,NA,NA,5,3,5,1,15,1,NA,1,NA,38
9,14,2,2,1,29,1,4,0,0,0,31,1,4,0,29,4,0,5,4,5,1,15,1,NA,1,NA,36
10,14,2,14,0,44,2,4,0,1,0,44,2,4,0,27,2,0,10,3,3,1,15,1,NA,1,NA,40
11,14,2,1,0,40,2,0,0,1,0,40,2,0,0,33,0,0,6,3,6,1,0,1,4.345238095,0,NA,35
12,14,2,2,1,32,1,1,0,0,0,45,1,2,0,32,1,0,7,2,5,1,25,1,20,1,NA,35
13,14,2,1,0,28,1,4,0,1,0,28,1,4,0,26,3,0,5,2,5,0,25,1,50,1,NA,35
14,14,2,5,1,20,1,3,0,0,0,23,1,4,0,20,3,0,8,2,5,1,25,1,20,1,NA,38
15,14,2,5,1,44,1,3,0,0,0,57,1,3,0,44,3,0,11,6,2,1,0,1,20,1,NA,45
1,13,2,3,0,29,2,4,0,1,0,29,2,4,0,21,2,0,5,3,5,1,60,1,25,1,3000,30
2,13,2,0.166666667,1,22,3,3,0,1,1,22,3,3,0,9998,9998,9998,5,1,2,0,0,1,152.0833333,1,NA,31
3,13,2,1,0,20,2,3,0,1,0,20,2,3,0,18,2,0,2,2,5,1,35,1,100,0,NA,37
4,13,2,4,0,31,2,4,0,1,0,31,2,4,0,23,3,0,4,4,2,1,0,1,391,1,NA,43
5,13,2,1,1,40,5,4,0,1,1,40,5,4,0,9998,9998,9998,2,1,6,1,15,0,0,0,NA,60
6,13,2,1,0,24,2,4,0,1,0,24,2,4,0,17,3,0,2,2,6,1,40,1,30,0,NA,39
7,13,2,10,1,35,2,3,0,0,0,37,2,4,0,35,3,0,4,4,5,1,30,1,25,0,500,40
8,13,2,6,1,22,2,4,0,0,0,30,2,4,0,22,4,0,8,4,5,1,68,1,NA,1,NA,44
9,13,2,8,0,29,1,1,0,1,0,29,1,1,0,28,1,0,6,3,3,1,13,1,5,1,500,35
10,13,2,2,1,27,0,3,0,1,1,27,0,3,0,9998,9998,9998,2,2,5,1,50,1,25,1,NA,35
11,13,2,1,0,40,2,1,0,1,0,40,2,1,0,30,1,0,5,2,3,1,34,1,30.41666667,0,NA,31
12,13,2,7,0,40,1,1,0,1,0,40,1,1,0,37,2,0,5,2,5,1,12,0,0,0,NA,75
13,13,2,4,0,34,2,4,0,1,0,34,2,4,0,26,4,0,6,3,5,1,70,1,25,1,3000,38
14,13,2,2,0,20,2,3,0,1,0,20,2,3,0,14,2,0,2,1,3,1,45,1,182.5,0,NA,35
15,14,2,12,0,31,2,3,0,1,0,31,2,3,0,22,3,0,4,2,2,1,0,1,NA,1,NA,42
1,15,2,30,0,42,2,4,0,1,0,42,2,4,0,40,3,0,9,8,2,1,0,1,0,1,3000,52
2,15,2,1,0,9999,2,4,0,1,0,9999,2,4,0,22,2,0,5,1,5,1,22,1,NA,1,NA,38
3,15,2,2,0,20,0,3,0,1,0,20,0,3,0,9998,9998,9998,4,4,5,0,6,1,NA,0,2000,32
4,15,2,2,0,24,2,4,0,1,0,24,2,4,0,19,4,0,2,2,6,1,1,0,0,0,NA,33
5,15,2,10,0,24,2,4,0,1,0,24,2,4,0,22,3,0,5,3,5,0,50,1,NA,1,NA,30
6,15,2,0.083333333,1,40,2,3,0,0,0,40,2,4,0,40,3,0,3,2,3,1,15,1,NA,1,2500,30
7,15,2,10,0,28,1,3,0,1,0,28,1,3,0,NA,NA,NA,7,2,5,1,22,1,0,1,NA,33
8,15,2,4,1,23,2,3,0,0,0,28,2,4,0,23,3,0,6,3,5,0,40,1,NA,1,NA,30
9,15,2,17,1,32,2,2,0,0,0,36,2,1,0,32,2,0,9,3,5,0,64,1,NA,1,NA,37
10,15,2,10,0,23,0,4,0,1,0,23,0,4,0,9998,9998,9998,3,3,5,0,50,1,30.41666667,1,NA,45
11,15,2,1,1,19,0,2,0,1,1,19,0,2,0,9998,9998,9998,2,1,5,1,25,1,30.41666667,0,2000,45
12,16,2,2,0,28,2,4,0,1,0,28,2,4,0,15,2,0,3,2,5,1,60,1,25,1,NA,43
13,16,2,19,0,21,2,3,0,1,0,21,2,3,0,18,3,0,2,2,5,1,22,1,91.25,0,NA,46
14,16,2,0.083333333,0,24,2,3,0,1,0,24,2,3,0,22,3,0,3,2,5,0,5,1,0,0,NA,38
15,16,2,2,1,26,2,4,0,1,1,26,2,4,0,NA,NA,NA,3,1,NA,1,NA,0,0,0,NA,55
1,14,2,4,0,15,2,3,0,1,0,15,2,3,0,15,2,0,3,2,5,1,5,1,30,0,NA,36
2,19,2,4,0,17,2,2,0,1,0,17,2,2,0,15,2,0,2,2,5,1,25,1,10,0,1000,37
3,19,2,1,0,21,2,3,0,1,0,21,2,3,0,18,1,0,3,2,6,1,63,0,0,0,NA,38
4,19,2,8,0,41,2,3,0,1,0,41,2,3,0,32,1,0,8,2,6,1,42,0,0,0,NA,40
5,19,2,7,0,43,2,2,0,1,0,43,2,2,0,45,1,0,6,2,5,1,40,1,10,0,2150,35
6,19,2,2,0,26,2,4,0,1,0,26,2,4,0,18,3,0,3,2,6,1,33,1,0,0,1520.833333,42
7,19,2,7,0,25,2,4,0,1,0,25,2,4,0,24,4,0,4,2,6,1,33,1,0,0,NA,39
8,19,2,6,0,41,1,1,0,1,0,41,1,1,0,37,1,0,7,4,5,1,50,1,10,0,NA,30
9,19,2,1,0,9999,2,1,0,1,0,9999,2,1,0,64,1,0,7,2,6,0,63,1,0,0,NA,43
10,19,2,2,1,18,1,2,0,0,0,9999,1,4,0,18,2,0,3,1,5,1,30,1,10,0,1200,31
11,19,2,6,0,26,2,1,0,1,0,26,2,1,0,20,1,0,5,2,9,1,45,0,0,0,NA,34
12,19,2,4,1,30,2,9999,0,0,0,9999,2,1,0,30,9999,0,6,1,6,1,50,0,0,0,NA,32
13,19,2,4,1,65,5,9999,0,1,1,65,5,9999,0,9998,9998,9998,3,NA,6,1,95,0,0,0,NA,39
14,19,2,3,1,20,2,1,0,0,0,9999,2,3,0,20,1,0,4,1,5,1,8,1,10,0,750,36
15,19,2,42,1,70,5,1,0,1,1,70,5,1,0,9998,9998,9998,6,1,5,1,49,1,10,0,450,35
1,18,2,37,1,50,5,9999,0,1,1,50,5,9999,0,9998,9998,9998,5,3,5,1,6,1,0,1,280,40
2,18,2,2,0,23,0,4,0,1,0,23,0,4,0,9998,9998,9998,3,3,8,1,40,0,0,0,500,33
3,18,2,30,0,45,1,4,0,1,0,45,1,4,0,36,3,0,7,4,6,1,62,0,0,1,NA,35
4,18,2,5,0,20,2,3,0,1,0,20,2,3,0,18,2,0,3,3,6,1,130,0,0,0,NA,54
5,18,2,2,0,45,0,0,0,1,0,45,0,0,0,9998,9998,9998,4,3,5,1,122,1,20,1,NA,31
6,18,2,0.25,0,18,0,3,0,1,0,18,0,3,0,9998,9998,9998,2,2,6,1,0,0,0,0,3802.083333,36
7,18,2,2,0,30,2,4,0,1,0,30,2,4,0,18,4,0,3,2,6,1,12,1,0,0,NA,30
8,18,2,29,0,34,1,4,0,1,0,34,1,4,0,24,4,0,3,2,5,0,12,1,0,1,NA,39
9,18,2,4,1,27,2,3,0,0,0,29,2,4,0,27,3,0,7,4,6,1,9999,0,0,1,NA,38
10,18,2,4,0,29,2,3,0,1,0,29,2,3,0,18,3,0,8,2,5,0,30,0,0,1,NA,33
11,18,2,2,1,20,2,3,0,0,0,23,2,4,0,20,3,0,6,2,6,1,7,0,0,1,NA,34
12,18,2,10,1,20,2,1,0,0,0,9999,2,9999,0,20,1,0,3,1,5,1,50,1,20,1,NA,31
13,18,2,6,0,22,1,4,0,1,0,22,1,4,0,20,2,0,6,3,5,1,20,1,50,0,NA,30
14,18,2,6,0,71,5,4,0,1,0,71,5,4,0,9998,9998,9998,5,NA,5,1,16,1,152.0833333,1,NA,59
15,18,2,8,0,60,2,1,0,1,0,60,2,1,0,9999,0,0,3,1,6,1,0,0,0,0,NA,33
1,18,2,5,0,49,1,1,0,1,0,49,1,1,0,49,1,0,11,5,5,1,40,1,25,1,NA,34
2,18,2,6,0,29,2,2,0,1,0,29,2,2,0,27,2,0,3,2,9,1,180,1,180,1,7604.166667,38
3,18,2,5,0,39,2,3,0,1,0,39,2,3,0,35,0,0,6,2,6,1,37,0,0,0,NA,47
4,18,2,30,0,46,1,1,0,1,0,46,1,1,0,34,1,0,8,4,5,1,30,1,25,1,NA,39
5,18,2,9,0,24,2,4,0,1,0,24,2,4,0,19,3,0,5,2,5,1,22,1,0,0,NA,41
6,18,2,10,0,31,0,4,0,1,0,31,0,4,0,9998,9998,9998,5,2,5,0,30,1,152.0833333,1,4781,47
7,18,2,7,0,19,0,3,0,1,0,19,0,3,0,9998,9998,9998,3,3,3,1,90,1,165.0833333,0,NA,68
8,18,2,5,0,30,2,4,0,1,0,30,2,4,0,27,0,0,4,2,5,0,90,1,20,0,4500,50
9,18,2,2,0,21,2,4,0,1,0,21,2,4,0,17,3,0,3,2,6,0,120,1,15,0,NA,49
10,18,2,3,1,32,3,4,0,0,0,17,0,3,0,9998,9998,9998,3,3,5,1,74,1,25,0,NA,34
11,18,2,2,0,16,0,3,0,1,0,16,0,3,0,9998,9998,9998,1,1,5,1,7,1,20,0,NA,45
12,18,2,1,0,37,0,4,0,1,0,37,0,4,0,9998,9998,9998,2,2,3,1,42,1,121.6666667,0,NA,30
13,18,2,3,1,26,1,4,0,0,0,28,1,4,0,26,4,0,7,3,6,1,180,0,0,1,NA,70
14,20,2,2,1,17,2,3,0,0,0,25,2,4,0,17,3,0,3,3,3,1,85,1,304.1666667,1,NA,35
15,20,2,15,0,48,1,1,0,1,0,48,1,1,0,42,1,0,6,5,5,1,55,1,20,0,NA,35
1,13,2,13,0,41,2,4,0,1,0,41,2,4,0,36,4,0,3,2,2,1,0,0,0,1,NA,43
2,13,2,20,0,30,1,4,0,1,0,30,1,4,0,20,4,0,5,3,5,1,15,1,20,0,NA,38
3,13,2,0.166666667,0,18,1,3,0,1,0,18,1,3,0,17,3,0,2,2,5,1,5,1,182.5,0,3000,49
4,13,2,26,0,45,2,4,0,1,0,45,2,4,0,35,0,0,4,2,6,1,22,1,0,1,NA,40
5,13,2,5,0,50,1,9999,0,1,0,50,1,9999,0,47,3,0,8,3,2,1,0,1,0,1,NA,52
6,13,2,3,1,21,0,3,0,1,1,21,0,3,0,9998,9998,9998,3,3,6,1,22,1,20,0,500,41
7,13,2,8,0,34,2,4,0,1,0,34,2,4,0,25,4,0,5,3,2,1,0,1,0,1,NA,47
8,13,2,3,1,23,2,4,0,0,0,29,2,4,0,23,4,0,6,3,2,1,0,1,260,1,NA,38
9,13,2,6,0,55,1,3,0,1,0,55,1,3,0,39,1,0,3,3,5,1,7,1,20,1,6000,46
10,13,2,6,1,29,2,4,0,0,0,31,2,4,0,29,4,0,6,2,3,1,21,1,25,1,NA,35
11,13,2,3,0,23,2,4,0,1,0,23,2,4,0,22,4,0,4,4,6,1,22,1,0,1,NA,49
12,13,2,15,0,44,2,4,0,1,0,44,2,4,0,33,4,0,8,2,6,1,32,1,0,1,NA,33
13,13,2,20,0,30,2,4,0,1,0,30,2,4,0,29,4,0,6,3,5,1,13,1,0,1,NA,55
14,13,2,5,1,28,2,4,0,0,0,35,2,4,0,28,4,0,4,2,2,1,0,1,200,1,NA,36
15,13,2,5,0,31,2,3,0,1,0,31,2,3,0,30,3,0,5,2,5,1,7,1,20,1,NA,50
1,14,2,4,0,30,1,4,0,1,0,30,1,4,0,24,4,0,3,2,5,1,12,1,25,1,6500,58
2,14,2,1,0,47,2,5,0,1,0,47,2,5,0,27,3,0,6,3,5,1,72,1,25,1,NA,43
3,14,2,9,0,30,0,4,0,1,0,30,0,4,0,9998,9998,9998,3,3,5,1,9,1,25,1,15000,43
4,14,2,4,0,46,1,5,0,1,0,46,1,5,0,42,4,0,8,6,5,1,62,1,25,1,27000,47
5,15,2,8,0,31,2,3,0,1,0,31,2,3,0,28,2,0,6,2,5,1,124,1,25,1,2700,37
6,15,2,15,0,27,1,4,0,1,0,27,1,4,0,22,3,0,5,2,5,1,174,1,25,1,NA,91
7,15,2,5,1,19,2,4,0,0,0,21,2,3,0,19,4,0,5,2,5,1,80,1,25,0,76041.66667,44
8,15,2,30,0,43,2,1,0,1,0,43,2,1,0,42,1,0,6,4,5,1,25,1,25,1,NA,44
9,15,2,4,0,40,2,4,0,1,0,40,2,4,0,32,3,0,6,3,5,1,20,1,25,1,NA,33
10,16,2,4,0,26,2,4,0,1,0,26,2,4,0,22,4,0,5,4,5,1,130,0,0,1,NA,47
11,16,2,9,0,34,2,4,0,1,0,34,2,4,0,28,4,0,5,2,6,0,130,0,0,1,NA,37
12,16,2,7,1,27,4,4,0,1,1,27,4,4,0,9998,9998,9998,6,2,5,1,70,0,0,1,NA,38
13,16,2,4,0,50,1,1,0,1,0,50,1,1,0,42,1,0,7,4,5,0,70,1,155,1,NA,34
14,17,2,4,0,27,2,4,0,1,0,27,2,4,0,21,2,0,5,3,5,1,90,1,20,1,NA,53
15,17,2,3,0,30,2,9999,0,1,0,30,2,9999,0,19,1,0,3,2,4,1,9999,1,50,0,12000,51
1,13,2,6,0,35,1,1,0,1,0,35,1,1,0,29,4,0,11,7,5,1,70,1,20,1,NA,35
2,14,2,7,0,29,2,4,0,1,0,29,2,4,0,24,4,0,6,4,5,0,11,1,0,1,NA,32
3,14,2,6,1,24,0,4,0,1,1,24,0,4,0,9998,9998,9998,4,2,6,1,9999,1,0,1,NA,64
4,14,2,3,0,26,2,3,0,1,0,26,2,3,0,22,3,0,6,3,5,1,33,1,0,1,NA,32
5,14,2,7,1,35,2,4,0,0,0,40,2,4,0,35,4,0,4,3,3,1,15,1,115,1,NA,35
6,14,2,5,0,40,1,4,0,1,0,40,1,4,0,32,3,0,7,2,5,1,34,1,20,1,6000,41
7,15,2,9,0,22,1,3,0,1,0,22,1,3,0,19,1,0,5,2,6,1,45,1,0,1,6083.333333,45
8,15,2,8,0,40,2,3,0,1,0,40,2,3,0,30,3,0,7,3,6,1,23,1,0,1,4562.5,40
9,15,2,8,0,45,2,3,0,1,0,45,2,3,0,28,0,0,8,3,5,1,35,1,0,1,1520.833333,48
10,15,2,5,1,24,2,4,0,0,0,28,2,4,0,24,4,0,7,2,5,1,140,1,25,1,NA,40
11,15,2,8,0,42,2,4,0,1,0,42,2,4,0,25,4,0,7,3,6,0,4,1,0,1,NA,46
12,15,2,13,0,33,2,2,0,1,0,33,2,2,0,32,3,0,4,2,6,1,11,0,0,0,NA,31
13,15,2,4,0,28,2,4,0,1,0,28,2,4,0,21,3,0,6,3,5,1,65,1,0,1,NA,45
14,15,2,4,1,26,2,3,0,0,0,40,2,5,0,26,3,0,8,3,5,1,25,1,25,1,NA,33
15,15,2,11,0,49,2,1,0,1,0,49,2,1,0,38,2,0,12,5,5,1,140,1,30,1,NA,48
1,13,2,14,0,43,2,4,0,1,0,43,2,4,0,30,2,0,9,7,6,1,23,1,0,1,NA,34
2,13,2,4,0,33,2,4,0,1,0,33,2,4,0,24,4,0,6,3,6,0,35,0,0,1,NA,43
3,14,2,3,0,22,2,4,0,1,0,22,2,4,0,21,4,0,5,3,5,1,12,1,0,1,NA,36
4,14,2,3,0,26,2,4,0,1,0,26,2,4,0,36,4,0,6,2,5,0,12,1,0,1,NA,47
5,14,2,2,0,40,2,4,0,1,0,40,2,4,0,32,4,0,6,3,5,1,11,1,0,1,NA,35
6,14,2,3,0,29,2,4,0,1,0,29,2,4,0,27,4,0,5,3,5,0,43,1,0,1,NA,40
7,14,2,5,1,33,0,4,0,1,1,33,0,4,0,9998,9998,9998,6,2,5,1,32,1,40,1,NA,34
8,14,2,7,0,39,2,4,0,1,0,39,2,4,0,21,4,0,4,2,5,0,11,1,20,1,NA,50
9,14,2,16,0,47,1,2,0,1,0,47,1,2,0,39,4,0,4,3,5,1,20,1,20,1,4700,35
10,14,2,18,0,40,2,4,0,1,0,40,2,4,0,23,4,0,7,3,5,1,12,1,0,1,3000,42
11,14,2,1,0,40,2,4,0,1,0,40,2,4,0,36,3,0,7,3,NA,1,NA,0,0,0,NA,41
12,14,2,7,1,28,2,4,0,0,0,38,2,4,0,28,4,0,8,3,5,1,124,1,20,1,6000,48
13,14,2,14,0,52,2,4,0,1,0,52,2,4,0,35,1,0,8,4,5,1,7,1,20,1,NA,70
14,14,2,5,1,33,2,5,0,1,1,33,2,5,0,NA,NA,NA,10,5,6,1,2,1,20,1,NA,39
15,14,2,13,0,50,2,1,0,1,0,50,2,1,0,35,0,0,5,3,6,1,0,0,0,0,NA,38
1,18,2,7,0,45,1,3,0,1,0,45,1,3,0,30,3,0,9,4,6,1,70,0,0,0,NA,36
2,18,2,40,1,47,2,0,0,0,0,9999,2,0,0,47,0,0,9,2,6,0,240,0,0,0,NA,37
3,18,2,5,1,23,1,1,0,0,0,24,1,3,0,23,1,0,4,2,3,1,70,1,3,0,200,30
4,18,2,20,1,NA,NA,NA,NA,NA,0,33,1,1,0,NA,NA,NA,3,2,6,1,70,0,0,0,NA,38
5,18,2,20,1,25,2,1,0,0,0,50,2,9999,0,25,1,0,6,3,6,1,240,0,0,0,NA,35
6,18,2,50,1,9999,3,0,0,1,1,9999,3,0,0,9998,9998,9998,1,NA,3,1,25,1,60,0,200,33
7,18,2,0.25,1,16,0,2,0,0,0,33,1,4,0,NA,NA,NA,2,2,2,1,0,1,152.0833333,1,NA,35
8,18,2,19,1,20,2,2,0,0,0,9999,2,2,0,20,2,0,6,1,6,1,25,0,0,0,NA,30
9,18,2,9,0,23,2,4,0,1,0,23,2,4,0,20,2,0,6,2,5,1,11,1,170,1,5000,38
10,18,2,18,0,41,2,1,0,1,0,41,2,1,0,39,1,0,9,4,9,1,135,0,0,1,NA,35
11,18,2,2,0,22,2,4,0,1,0,22,2,4,0,17,2,0,5,3,3,1,15,1,38,1,NA,47
12,18,2,16,0,35,1,4,0,1,0,35,1,4,0,30,2,0,8,3,5,1,64,0,0,1,NA,31
13,18,2,5,0,46,2,4,0,1,0,46,2,4,0,36,3,0,7,4,3,1,66,1,90,1,NA,50
14,18,2,7,0,27,2,2,0,1,0,27,2,2,0,20,1,0,3,2,6,1,33,1,20,1,4000,31
15,18,2,6,0,32,1,3,0,1,0,32,1,3,0,22,2,0,5,2,6,1,63,1,30.41666667,1,NA,39
1,15,2,7,0,41,2,4,0,1,0,41,2,4,0,34,1,0,8,3,5,1,30,0,0,1,3000,37
2,15,2,0.75,0,26,2,4,0,1,0,26,2,4,0,25,3,0,5,2,5,1,50,1,25,1,NA,34
3,15,2,2,0,18,2,4,0,1,0,18,2,4,0,16,3,0,2,2,5,1,50,1,25,0,NA,45
4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,15,2,5,0,37,2,4,0,1,0,37,2,4,0,36,3,0,5,3,5,0,9999,0,0,1,2500,30
6,15,2,1,0,30,2,4,0,1,0,30,2,4,0,28,3,0,3,2,6,1,9999,1,45,1,NA,34
7,15,2,1,0,28,2,4,0,1,0,28,2,4,0,23,3,0,2,2,6,1,0,1,65,1,NA,39
8,15,2,5,0,27,2,4,0,1,0,27,2,4,0,22,3,0,5,2,6,1,9999,0,0,1,2500,39
9,15,2,2,1,18,0,3,0,1,1,18,0,3,0,9998,9998,9998,2,2,5,1,25,1,30.41666667,0,2000,34
10,16,2,4,1,54,5,0,0,1,1,54,5,0,0,9998,9998,9998,4,4,5,1,25,1,25,0,50,38
11,16,2,1,0,21,2,4,0,1,0,21,2,4,0,19,4,0,3,2,5,1,11,1,35,0,NA,34
12,16,2,1,0,30,2,3,0,1,0,30,2,3,0,28,2,0,2,2,6,1,12,1,25,0,NA,30
13,16,2,5,0,35,2,4,0,1,0,35,2,4,0,25,4,0,4,2,5,1,80,1,25,1,NA,35
14,16,2,8,1,24,3,1,0,1,1,24,3,1,0,9998,9998,9998,4,1,6,1,50,0,0,0,NA,61
15,16,2,4,1,23,1,3,0,0,0,28,1,4,0,23,3,0,3,2,5,1,13,1,25,1,NA,51
1,13,2,0.916666667,0,30,1,3,0,1,0,30,1,3,0,20,3,0,3,3,3,1,6,1,104.25,0,1000,40
2,13,2,10,0,36,2,2,0,1,0,36,2,2,0,32,3,0,7,3,4,1,7,1,115,1,NA,41
3,13,2,0.916666667,1,27,4,4,0,1,1,27,4,4,0,9998,9998,9998,8,2,4,1,3,1,70,1,500,46
4,13,2,3,0,30,2,4,0,1,0,30,2,4,0,20,3,0,6,3,2,1,0,0,0,1,NA,31
5,13,2,10,0,9999,2,9999,0,1,0,9999,2,9999,0,36,1,0,5,3,2,1,0,0,0,1,NA,35
6,13,2,10,0,66,1,1,1,1,0,66,1,1,1,64,1,0,4,1,2,1,0,1,388,1,NA,32
7,14,2,1,0,30,1,3,0,1,0,30,1,3,0,NA,NA,NA,4,2,2,1,0,1,300,1,NA,40
8,14,2,4,1,20,1,0,0,0,0,9999,1,9999,0,20,0,0,4,1,5,1,40,1,40.41666667,1,NA,35
9,14,2,8,1,28,0,4,0,0,0,31,0,4,0,9998,9998,9998,6,2,6,1,0,0,0,1,NA,34
10,21,2,1,1,21,0,4,0,1,1,21,0,4,0,9998,9998,9998,2,1,5,1,16,1,20,1,NA,30
11,21,2,2,1,30,0,4,0,1,1,30,0,4,0,9998,9998,9998,3,2,5,1,9,1,20,1,NA,32
12,21,2,0.333333333,0,26,2,4,0,1,0,26,2,4,0,23,4,0,5,3,5,1,15,1,20,1,NA,40
13,21,2,6,0,48,0,4,0,1,0,48,0,4,0,9998,9998,9998,1,1,5,1,9,1,20,1,NA,47
14,21,2,4,0,64,0,4,0,1,0,64,0,4,0,9998,9998,9998,2,1,5,1,40,1,40,1,NA,47
15,21,2,1,0,39,0,4,0,1,0,39,0,4,0,9998,9998,9998,2,2,5,1,40,1,20,1,NA,35
1,17,2,13,0,37,1,4,0,1,0,37,1,4,0,22,4,0,9,2,5,1,45,1,20,1,NA,30
2,17,2,15,0,26,2,3,0,1,0,26,2,3,0,18,1,0,5,2,2,0,0,1,91.25,1,2172.619048,40
3,17,2,37,0,41,1,3,0,1,0,41,1,3,0,37,3,0,6,4,5,1,54,1,25,1,NA,31
4,17,2,15,0,39,2,4,0,1,0,39,2,4,0,34,4,0,3,2,5,0,200,1,25,1,2000,35
5,17,2,15,0,31,0,4,0,1,0,31,0,4,0,9998,9998,9998,8,4,3,1,70,1,25,1,NA,47
6,17,2,4,0,32,2,4,0,1,0,32,2,4,0,27,2,0,4,2,3,1,25,1,110,0,NA,39
7,17,2,5,0,22,2,4,0,1,0,22,2,4,0,20,4,0,8,4,6,1,3,1,182.5,1,NA,40
8,17,2,35,1,35,4,3,0,1,1,35,4,3,0,9998,9998,9998,3,2,8,0,6,1,50,0,NA,33
